person_id,belongs_to_groups,belongs_to_household,educational_involvement,lifetime_raised,first_degree,last_degree,multiple_degree,faculty,province,grad_year,event_count_all,event_count_5years,events_target_year
P004466,0,0,3,289.74,BComm,BComm,0,Medicine,ON,2007,8,4,3
P004467,0,1,4,242.17,BComm,BComm,0,Science,BC,2020,17,10,6
P004468,0,1,2,64.01,MA,MEng,1,Business,BC,2003,16,11,9
P004469,1,0,5,23.45,MA,MA,0,Engineering,BC,1993,19,11,9
P004470,0,1,3,68.44,MEng,MEng,0,Science,Other,1975,18,11,9
P004471,1,1,1,48.09,BComm,BComm,0,Arts,BC,2021,11,8,7
P004472,1,1,3,116.0,BA,Cert,1,Engineering,BC,1984,10,10,8
P004473,0,0,5,22.77,PhD,PhD,0,Engineering,BC,1977,14,10,7
P004474,0,1,4,52.41,BComm,MA,1,Medicine,BC,1993,13,8,8
P004475,1,1,0,74.4,BComm,BA,1,Business,QC,2012,15,10,8
P004476,1,1,1,42.37,Cert,Cert,0,Engineering,BC,1985,12,9,8
P004477,0,1,0,135.63,MBA,MBA,0,Science,BC,1992,5,1,1
P004478,1,0,3,25.41,BComm,BComm,0,Medicine,BC,2011,14,7,6
P004479,0,1,5,23.56,BSc,BSc,0,Engineering,QC,1988,21,9,8
P004480,0,0,2,46.33,PhD,Cert,1,Science,BC,1985,10,5,4
P004481,0,1,2,114.27,PhD,PhD,0,Engineering,QC,2015,16,8,8
P004482,1,1,5,48.05,BA,BA,0,Science,QC,2003,13,8,8
P004483,0,1,1,38.53,MA,MA,0,Medicine,QC,2024,10,5,5
P004484,0,1,3,112.2,BSc,BSc,0,Medicine,ON,1991,11,10,9
P004485,0,0,5,71.93,BA,BA,0,Arts,QC,1985,14,7,6
P004486,1,0,4,40.5,MBA,PhD,1,Engineering,BC,2008,9,7,7
P004487,0,1,5,66.61,BSc,BSc,0,Business,BC,2004,17,10,9
P004488,1,1,4,50.47,MA,MA,0,Medicine,BC,2017,21,11,9
P004489,0,1,4,96.59,Cert,Cert,0,Arts,BC,1984,17,9,9
P004490,1,1,1,67.61,Cert,Cert,0,Business,ON,1999,16,10,7
P004491,1,0,5,32.88,MA,MA,0,Science,BC,2018,21,11,9
P004492,0,0,0,42.03,BSc,BSc,0,Arts,QC,1995,4,0,0
P004493,0,0,5,44.12,BSc,BSc,0,Medicine,ON,1998,14,9,6
P004494,1,0,4,80.49,BA,BA,0,Arts,ON,1999,21,10,9
P004495,1,1,5,80.77,BSc,BComm,1,Medicine,ON,1982,12,7,7
P004496,1,1,0,32.06,MA,BSc,1,Arts,ON,1992,20,10,9
P004497,0,0,4,52.4,BComm,BComm,0,Business,BC,1981,18,10,9
P004498,1,1,5,76.73,BComm,PhD,1,Engineering,BC,2015,20,9,7
P004499,1,1,5,140.44,MA,MA,0,Science,BC,1983,11,7,7
P004500,1,1,4,73.38,BA,BA,0,Medicine,BC,1982,17,9,9
P004501,0,1,5,269.88,MBA,MBA,0,Arts,BC,1988,10,7,6
P004502,0,0,2,61.77,MBA,MBA,0,Engineering,AB,1990,8,6,5
P004503,0,1,0,106.36,BComm,BComm,0,Arts,QC,1981,10,4,1
P004504,1,0,4,47.18,Cert,MBA,1,Medicine,BC,1987,22,11,8
P004505,0,1,4,28.28,BSc,BSc,0,Business,BC,1976,21,10,8
P004506,1,0,0,65.71,BComm,BComm,0,Science,QC,2011,12,7,3
P004507,1,0,2,87.67,Cert,Cert,0,Medicine,ON,1985,8,8,5
P004508,1,0,3,77.6,MA,MA,0,Engineering,ON,1984,11,11,7
P004509,0,0,0,67.69,BComm,BComm,0,Science,BC,2001,9,1,0
P004510,0,1,5,46.95,MA,BComm,1,Medicine,ON,2013,21,8,8
P004511,0,0,0,32.32,BComm,BComm,0,Science,BC,1980,11,1,0
P004512,1,0,0,48.1,MBA,PhD,1,Engineering,AB,2018,18,8,4
P004513,0,0,0,86.67,MEng,MEng,0,Business,Other,2016,10,0,0
P004514,0,1,5,125.87,Cert,Cert,0,Science,BC,1991,18,11,9
P004515,0,0,3,4.87,Cert,MBA,1,Business,ON,2006,18,9,7
P004516,1,0,1,96.57,Cert,Cert,0,Science,ON,2023,14,7,5
P004517,0,1,5,138.74,Cert,Cert,0,Science,QC,2009,12,9,6
P004518,0,1,2,159.35,BComm,BComm,0,Science,BC,1986,16,10,6
P004519,1,1,0,81.15,BComm,MEng,1,Business,ON,1991,20,9,6
P004520,0,0,5,101.14,BComm,BComm,0,Business,ON,2006,17,8,8
P004521,0,1,2,43.06,MA,MA,0,Medicine,AB,1979,22,11,8
P004522,1,1,4,56.59,BComm,BComm,0,Engineering,ON,1990,14,9,8
P004523,0,1,0,90.62,BA,BA,0,Medicine,AB,1984,6,3,2
P004524,0,1,2,26.14,BComm,PhD,1,Arts,ON,1985,19,11,8
P004525,1,0,1,33.02,MEng,MEng,0,Medicine,QC,1994,14,5,3
P004526,0,1,5,70.4,MEng,PhD,1,Engineering,AB,2008,19,10,6
P004527,1,1,4,21.77,BA,BA,0,Arts,ON,2009,13,11,8
P004528,0,0,0,63.02,BA,BA,0,Arts,ON,2007,7,4,0
P004529,1,1,1,19.41,Cert,Cert,0,Engineering,ON,2013,15,12,9
P004530,1,0,3,70.28,BSc,BSc,0,Arts,BC,2015,9,13,9
P004531,0,1,3,61.84,BA,BSc,1,Business,QC,1978,19,13,9
P004532,0,0,3,39.33,MEng,Cert,1,Science,BC,2020,25,11,9
P004533,0,0,0,29.4,MA,MA,0,Arts,ON,1985,14,4,0
P004534,0,1,5,41.03,MBA,MBA,0,Science,BC,1984,18,6,6
P004535,1,1,2,10.87,BComm,BComm,0,Business,BC,1979,11,10,8
P004536,1,1,0,44.64,BA,BA,0,Arts,AB,1978,5,6,3
P004537,1,0,2,66.27,PhD,PhD,0,Arts,BC,2000,20,13,9
P004538,1,1,1,152.43,BA,MBA,1,Engineering,ON,1977,12,7,6
P004539,1,1,0,40.97,BComm,MBA,1,Arts,QC,2003,19,9,9
P004540,1,1,2,52.92,BA,BA,0,Science,BC,1985,15,8,8
P004541,1,0,2,175.61,MA,BA,1,Business,BC,2018,18,10,9
P004542,1,0,0,229.16,Cert,Cert,0,Engineering,AB,1988,11,4,4
P004543,0,0,5,41.64,Cert,Cert,0,Engineering,BC,2023,13,8,7
P004544,0,1,3,135.13,Cert,Cert,0,Science,ON,2005,24,9,8
P004545,0,0,4,149.14,Cert,Cert,0,Science,Other,1998,12,10,7
P004546,1,1,5,89.89,Cert,Cert,0,Arts,ON,1986,15,6,6
P004547,0,1,3,28.4,PhD,PhD,0,Science,QC,2003,11,10,9
P004548,1,1,5,29.39,MEng,PhD,1,Engineering,BC,2006,10,13,9
P004549,1,0,0,94.22,BA,BA,0,Medicine,Other,1976,9,3,1
P004550,1,1,0,362.2,Cert,MA,1,Medicine,AB,2006,15,10,8
P004551,0,0,1,52.75,BA,BComm,1,Medicine,ON,2000,11,3,1
P004552,1,0,3,201.49,BA,BA,0,Arts,ON,1984,9,10,9
P004553,1,1,1,258.92,MA,MA,0,Engineering,ON,1986,15,7,6
P004554,0,1,5,23.22,BSc,PhD,1,Engineering,BC,2003,19,11,7
P004555,0,0,4,38.22,BComm,BSc,1,Science,BC,1981,9,10,9
P004556,0,1,0,192.8,MBA,MBA,0,Business,ON,2000,15,9,5
P004557,1,0,4,127.96,Cert,Cert,0,Science,ON,2000,19,9,8
P004558,1,1,4,92.21,MBA,BA,1,Medicine,ON,2012,11,12,8
P004559,1,1,3,59.99,MA,MA,0,Engineering,ON,1989,16,9,9
P004560,1,0,1,98.14,BA,BA,0,Engineering,BC,1978,7,7,5
P004561,1,0,1,37.27,MA,MA,0,Science,ON,1996,5,4,4
P004562,0,1,5,413.27,BA,BA,0,Science,BC,1990,18,9,8
P004563,0,0,4,24.98,BSc,BSc,0,Medicine,ON,1984,16,11,8
P004564,0,1,3,15.24,MA,MA,0,Arts,BC,2019,14,10,6
P004565,0,1,1,67.84,MBA,MBA,0,Medicine,BC,2024,13,5,4
P004566,1,1,5,183.4,BSc,BSc,0,Engineering,ON,1979,22,8,7
P004567,1,1,2,41.48,BSc,PhD,1,Medicine,BC,1990,17,12,9
P004568,0,0,0,58.07,BA,BA,0,Arts,ON,1986,9,3,0
P004569,1,0,1,27.63,Cert,Cert,0,Medicine,BC,2015,8,8,4
P004570,1,1,3,57.17,MBA,MBA,0,Arts,BC,2008,16,10,8
P004571,0,1,4,27.72,MA,MBA,1,Engineering,BC,1987,22,11,9
P004572,0,0,2,28.02,Cert,PhD,1,Arts,BC,1975,12,7,4
P004573,1,0,2,19.52,BSc,Cert,1,Business,BC,1980,16,10,6
P004574,1,0,0,39.72,MA,MA,0,Business,BC,1977,15,4,3
P004575,1,0,4,252.93,BComm,BComm,0,Medicine,QC,1979,19,10,8
P004576,0,1,2,57.86,MBA,MBA,0,Arts,ON,1990,16,7,6
P004577,0,0,0,70.17,MEng,BComm,1,Science,QC,2009,5,4,1
P004578,0,1,4,336.76,MA,MA,0,Science,BC,2011,21,12,9
P004579,0,1,2,37.18,MEng,MEng,0,Engineering,ON,1982,16,5,3
P004580,0,0,3,28.11,BSc,BSc,0,Science,BC,2011,6,5,4
P004581,0,0,1,90.36,Cert,Cert,0,Business,BC,2016,14,6,2
P004582,1,1,3,23.49,BComm,BA,1,Medicine,BC,2016,18,8,8
P004583,1,0,3,78.13,MA,MA,0,Engineering,AB,1991,12,9,9
P004584,1,1,1,147.09,BSc,MA,1,Business,AB,1985,16,13,9
P004585,1,1,0,26.38,BComm,BComm,0,Science,QC,1987,5,8,4
P004586,0,0,3,40.54,Cert,Cert,0,Science,BC,2005,6,7,5
P004587,1,0,5,223.15,MA,MA,0,Business,ON,1985,25,10,9
P004588,1,0,2,26.79,PhD,PhD,0,Science,ON,1975,17,8,6
P004589,0,0,4,35.84,BComm,BComm,0,Business,BC,2003,22,9,9
P004590,1,1,5,72.63,PhD,PhD,0,Business,QC,1978,13,9,7
P004591,0,0,4,47.44,BSc,BSc,0,Engineering,BC,1989,18,9,7
P004592,0,1,5,31.41,BA,BSc,1,Engineering,Other,1978,10,10,7
P004593,0,1,2,206.97,MBA,MA,1,Engineering,BC,2008,18,6,6
P004594,1,0,2,38.68,PhD,PhD,0,Business,ON,1986,12,7,6
P004595,0,0,2,78.05,Cert,Cert,0,Science,ON,2000,11,5,3
P004596,0,1,3,44.09,MBA,PhD,1,Engineering,BC,2017,19,11,8
P004597,1,1,1,50.69,MA,BSc,1,Arts,BC,2017,16,12,8
P004598,1,1,1,21.03,PhD,PhD,0,Engineering,AB,1988,19,10,8
P004599,0,0,2,123.36,MEng,MEng,0,Business,ON,1990,7,4,3
P004600,0,0,3,43.46,Cert,Cert,0,Engineering,QC,1984,14,5,5
P004601,0,1,0,161.34,BSc,BA,1,Engineering,QC,1985,12,6,5
P004602,1,0,0,24.69,BComm,MA,1,Arts,BC,1984,15,8,4
P004603,0,1,4,41.68,BSc,BSc,0,Arts,AB,1979,11,10,8
P004604,0,0,5,87.4,MBA,MBA,0,Medicine,AB,1978,16,9,8
P004605,1,0,4,65.83,MA,BSc,1,Science,QC,1980,13,9,9
P004606,1,1,2,36.49,PhD,BA,1,Business,ON,2020,10,11,8
P004607,0,0,4,54.46,BComm,BComm,0,Science,BC,1986,20,10,8
P004608,0,1,0,22.29,BA,BA,0,Medicine,BC,1980,11,2,2
P004609,0,0,5,63.09,BComm,MA,1,Business,QC,2016,12,10,9
P004610,0,0,1,7.86,Cert,Cert,0,Science,AB,1994,10,4,2
P004611,1,1,2,69.08,BComm,MA,1,Medicine,BC,1984,13,8,7
P004612,1,1,5,171.78,Cert,MEng,1,Engineering,QC,2012,13,9,8
P004613,0,1,3,120.31,BA,BSc,1,Science,BC,2012,18,7,7
P004614,0,1,1,116.46,Cert,MBA,1,Arts,QC,1997,10,5,3
P004615,0,1,3,43.77,MBA,MA,1,Arts,ON,1983,19,10,9
P004616,0,0,2,88.2,PhD,PhD,0,Science,ON,2005,17,7,5
P004617,1,0,5,44.37,Cert,Cert,0,Medicine,Other,2008,10,11,7
P004618,0,0,5,56.4,Cert,PhD,1,Business,QC,2007,12,8,6
P004619,1,0,5,55.98,BComm,BComm,0,Medicine,BC,2020,17,9,7
P004620,1,0,4,4.53,Cert,Cert,0,Business,AB,1975,13,13,9
P004621,0,0,5,123.21,MA,MA,0,Arts,BC,1982,15,9,7
P004622,0,0,2,85.85,BSc,BSc,0,Business,ON,2002,15,2,1
P004623,0,0,5,115.65,BA,MEng,1,Science,BC,2018,22,9,8
P004624,0,0,0,29.09,MEng,BSc,1,Arts,ON,1979,10,4,1
P004625,1,0,5,103.14,MA,MA,0,Medicine,ON,1979,19,10,8
P004626,0,0,2,87.61,BComm,BComm,0,Engineering,AB,1998,8,7,3
P004627,1,0,3,10.83,MA,MA,0,Science,BC,2012,18,12,9
P004628,0,1,2,15.56,MBA,MBA,0,Science,QC,1991,12,6,4
P004629,0,0,4,62.96,MA,MA,0,Business,BC,2009,15,9,8
P004630,1,1,5,36.27,PhD,PhD,0,Business,BC,2020,18,7,6
P004631,1,1,1,59.7,BSc,BSc,0,Arts,QC,2016,17,12,8
P004632,1,0,3,36.95,Cert,Cert,0,Science,ON,2016,9,12,9
P004633,1,0,3,191.33,MBA,MBA,0,Medicine,Other,2022,17,9,9
P004634,1,1,5,14.0,BA,BA,0,Medicine,ON,2009,22,10,7
P004635,1,1,1,21.17,BSc,BSc,0,Medicine,BC,1979,18,8,6
P004636,1,1,5,28.51,BA,BA,0,Business,ON,2024,10,8,7
P004637,0,1,1,21.13,Cert,MA,1,Arts,BC,1984,23,10,8
P004638,1,1,5,38.73,MEng,PhD,1,Medicine,Other,2022,15,11,8
P004639,0,0,2,59.05,MBA,Cert,1,Engineering,Other,1980,14,2,2
P004640,0,1,2,21.54,Cert,Cert,0,Engineering,BC,2009,18,6,3
P004641,0,1,4,80.1,MEng,MEng,0,Science,BC,1987,12,10,9
P004642,0,1,2,166.26,MBA,MBA,0,Engineering,BC,2021,18,10,6
P004643,1,0,2,140.56,BSc,BA,1,Science,ON,2016,15,11,7
P004644,0,1,3,283.83,Cert,Cert,0,Medicine,BC,2021,15,11,7
P004645,1,0,5,145.07,MBA,MBA,0,Business,QC,1988,21,11,8
P004646,0,1,4,59.14,BSc,BSc,0,Arts,BC,2004,13,6,6
P004647,1,0,5,238.85,BA,BA,0,Science,BC,1982,8,9,7
P004648,0,1,5,104.37,BA,MA,1,Science,Other,1997,16,8,7
P004649,1,0,0,257.03,MA,MA,0,Science,BC,1981,8,6,3
P004650,1,1,4,52.28,BA,BA,0,Engineering,ON,1980,17,9,8
P004651,1,1,2,12.01,Cert,Cert,0,Arts,ON,2000,21,9,6
P004652,1,0,1,24.7,PhD,PhD,0,Medicine,AB,2016,12,3,3
P004653,1,0,4,69.7,BA,BA,0,Arts,ON,1975,19,12,9
P004654,0,0,4,92.71,BComm,Cert,1,Engineering,AB,2013,15,7,6
P004655,0,1,1,51.86,PhD,PhD,0,Arts,BC,2011,11,5,4
P004656,0,0,2,131.4,MEng,MEng,0,Medicine,Other,2005,8,2,2
P004657,1,0,0,25.08,PhD,BA,1,Engineering,BC,1977,18,7,4
P004658,1,1,4,35.38,Cert,Cert,0,Arts,QC,2024,20,9,9
P004659,0,1,1,130.27,BA,BA,0,Arts,BC,2017,14,8,4
P004660,1,1,0,63.38,MEng,MEng,0,Business,ON,1992,15,11,9
P004661,1,1,1,65.61,BA,MEng,1,Engineering,BC,2010,16,13,9
P004662,0,0,5,180.27,MBA,MBA,0,Engineering,BC,2017,16,8,8
P004663,1,0,3,141.79,BComm,BComm,0,Arts,AB,1986,16,10,6
P004664,1,0,4,33.06,MA,MA,0,Engineering,ON,2009,19,9,7
P004665,1,1,5,71.23,BSc,BSc,0,Business,ON,2009,16,10,8
P004666,1,0,0,16.44,BComm,BComm,0,Medicine,ON,2000,15,9,5
P004667,1,0,2,60.49,BComm,Cert,1,Science,ON,2010,16,7,7
P004668,1,1,1,82.55,BSc,BSc,0,Engineering,ON,2014,18,7,6
P004669,1,1,4,16.07,BA,BA,0,Medicine,BC,2007,16,11,7
P004670,1,1,1,203.43,MA,MA,0,Science,ON,1978,13,11,7
P004671,0,1,3,285.1,BComm,BComm,0,Engineering,QC,2001,19,10,8
P004672,1,1,3,89.62,BA,MA,1,Science,QC,2023,9,9,7
P004673,0,0,5,124.74,Cert,Cert,0,Engineering,BC,2016,24,10,9
P004674,0,1,5,194.58,BSc,MA,1,Science,AB,2018,21,8,7
P004675,1,1,2,53.59,BComm,BComm,0,Medicine,ON,1993,24,11,8
P004676,1,1,5,136.68,BA,MEng,1,Business,ON,1987,18,7,7
P004677,1,1,1,82.41,Cert,Cert,0,Science,ON,1986,18,9,6
P004678,0,1,3,18.86,BComm,BSc,1,Medicine,BC,2012,14,8,8
P004679,1,1,2,30.6,BA,PhD,1,Medicine,Other,1996,10,7,6
P004680,1,1,0,39.66,MEng,BSc,1,Science,Other,1986,13,10,9
P004681,1,0,3,140.02,BSc,BSc,0,Business,AB,2020,20,9,7
P004682,0,1,5,66.25,BComm,BComm,0,Business,BC,2012,18,9,6
P004683,1,0,0,131.34,BSc,BSc,0,Science,BC,2012,12,6,5
P004684,0,0,5,42.7,BA,BA,0,Arts,ON,1981,15,9,7
P004685,1,1,2,22.96,BSc,PhD,1,Arts,ON,1998,11,8,7
P004686,1,1,0,301.41,MBA,MEng,1,Medicine,BC,2002,13,7,7
P004687,0,1,3,501.33,MBA,BSc,1,Arts,BC,1990,12,8,6
P004688,0,1,3,82.59,BComm,BComm,0,Science,AB,1981,14,8,6
P004689,0,1,3,52.77,MEng,MEng,0,Medicine,Other,1981,13,12,8
P004690,1,1,3,153.55,BA,BComm,1,Science,QC,2016,13,12,8
P004691,0,1,2,26.2,PhD,Cert,1,Arts,AB,2010,16,10,7
P004692,1,1,3,52.38,MBA,MBA,0,Arts,BC,1976,14,12,8
P004693,0,1,1,20.37,BComm,BA,1,Arts,QC,1975,14,7,4
P004694,1,1,4,89.22,Cert,Cert,0,Arts,ON,2021,13,12,9
P004695,1,0,2,74.43,BA,BA,0,Business,BC,2001,19,9,9
P004696,1,1,0,45.13,BComm,BSc,1,Medicine,ON,2008,10,9,8
P004697,0,0,5,37.26,PhD,PhD,0,Arts,ON,2012,14,12,9
P004698,1,0,1,19.1,BSc,MA,1,Engineering,QC,1990,14,12,8
P004699,1,0,1,32.55,BSc,BSc,0,Medicine,BC,1997,16,6,4
P004700,1,0,2,158.73,MA,MA,0,Arts,BC,2011,21,10,7
P004701,1,1,5,46.89,Cert,MBA,1,Business,ON,1981,21,9,9
P004702,1,0,3,162.38,BComm,BComm,0,Science,QC,1988,15,10,7
P004703,0,1,1,31.56,MA,MA,0,Arts,BC,2007,20,8,5
P004704,1,0,0,57.8,Cert,Cert,0,Science,ON,1997,6,4,1
P004705,1,0,0,43.18,Cert,Cert,0,Business,BC,1979,13,6,4
P004706,0,0,1,50.34,BA,BA,0,Business,Other,1995,14,5,1
P004707,1,1,3,111.36,BComm,BComm,0,Engineering,AB,2017,13,9,6
P004708,0,1,1,12.65,MBA,MBA,0,Engineering,BC,1994,16,7,5
P004709,1,1,2,108.88,MEng,MEng,0,Business,Other,1996,11,9,8
P004710,0,1,0,105.08,BA,BA,0,Arts,QC,2014,12,2,1
P004711,1,0,2,61.66,MEng,MEng,0,Arts,BC,2010,10,8,6
P004712,0,0,2,65.27,BComm,BSc,1,Medicine,AB,2003,24,13,9
P004713,1,1,4,51.92,Cert,Cert,0,Medicine,ON,2024,21,9,6
P004714,0,1,1,104.89,BSc,BComm,1,Arts,ON,1996,13,5,5
P004715,0,1,3,64.35,BComm,BComm,0,Engineering,BC,2010,21,13,9
P004716,1,1,2,32.05,BA,BA,0,Arts,BC,2017,18,10,8
P004717,1,1,0,69.18,Cert,Cert,0,Arts,ON,2020,9,6,4
P004718,0,1,1,128.31,BA,BA,0,Engineering,Other,2020,15,7,3
P004719,0,1,4,81.85,BA,BA,0,Science,QC,1977,15,7,6
P004720,0,0,4,62.96,BSc,BSc,0,Medicine,BC,1982,14,11,8
P004721,1,0,1,72.06,BSc,BA,1,Science,BC,1999,11,13,9
P004722,1,1,0,42.04,BA,BA,0,Medicine,QC,2015,10,4,3
P004723,1,1,3,43.18,BA,BA,0,Science,BC,1986,11,10,6
P004724,0,0,4,14.45,MA,MA,0,Business,BC,2004,14,9,7
P004725,1,0,3,53.45,MEng,MEng,0,Engineering,ON,1990,17,10,9
P004726,0,0,3,131.29,BA,BA,0,Medicine,BC,1989,13,7,4
P004727,1,0,5,45.62,Cert,Cert,0,Arts,AB,2007,12,11,9
P004728,1,0,0,30.67,BSc,BSc,0,Business,BC,2019,17,4,4
P004729,1,1,5,122.66,MBA,MBA,0,Engineering,ON,2020,17,11,9
P004730,1,0,2,69.83,MEng,MEng,0,Engineering,BC,2022,8,8,7
P004731,0,1,3,68.64,Cert,Cert,0,Engineering,ON,2020,15,11,8
P004732,0,0,2,88.42,MA,MA,0,Business,BC,2005,8,7,4
P004733,1,1,0,105.28,Cert,Cert,0,Arts,BC,1992,14,3,3
P004734,0,0,2,59.57,BSc,PhD,1,Engineering,ON,1992,6,6,4
P004735,1,1,4,32.5,BA,BA,0,Engineering,QC,1979,9,9,9
P004736,0,0,4,234.16,MA,MA,0,Science,BC,1983,9,6,6
P004737,1,1,3,64.29,MEng,MEng,0,Science,QC,2000,17,9,9
P004738,1,1,0,34.03,BSc,MA,1,Engineering,Other,2003,9,11,7
P004739,1,0,5,70.96,BComm,PhD,1,Engineering,QC,2005,15,8,8
P004740,1,1,0,153.63,BSc,BSc,0,Engineering,BC,2017,20,8,6
P004741,1,0,0,20.79,BComm,BComm,0,Business,ON,2007,11,5,4
P004742,0,1,4,168.09,MA,MA,0,Business,ON,1998,11,12,9
P004743,0,1,4,55.49,BA,BA,0,Science,AB,2020,14,7,7
P004744,1,1,0,284.17,MBA,MBA,0,Business,ON,1981,22,9,9
P004745,0,1,3,102.65,BSc,BSc,0,Engineering,BC,1978,20,11,7
P004746,0,1,5,56.8,BComm,BComm,0,Business,BC,1987,10,9,9
P004747,1,0,3,160.97,Cert,Cert,0,Engineering,BC,1993,21,11,8
P004748,1,0,2,163.26,BA,BA,0,Engineering,BC,2019,14,8,8
P004749,0,1,0,47.1,MA,BComm,1,Engineering,AB,2008,12,6,3
P004750,0,1,0,73.65,Cert,BComm,1,Arts,AB,1991,14,5,5
P004751,0,1,5,41.51,BSc,MA,1,Arts,BC,1998,17,10,9
P004752,0,0,4,124.38,BA,BA,0,Medicine,BC,1977,11,11,9
P004753,1,0,2,21.01,BComm,BA,1,Arts,ON,2006,18,10,7
P004754,0,0,1,53.83,BA,BA,0,Medicine,ON,2002,8,5,1
P004755,0,1,5,12.08,BSc,Cert,1,Engineering,ON,2016,16,10,8
P004756,0,0,5,96.74,BSc,BSc,0,Science,ON,1999,12,10,6
P004757,0,1,4,11.22,BA,BA,0,Arts,ON,2003,14,10,6
P004758,1,0,5,27.45,MEng,MEng,0,Medicine,BC,1994,22,13,9
P004759,1,0,4,75.43,MA,BComm,1,Engineering,AB,1995,14,11,9
P004760,1,1,5,47.07,BSc,BSc,0,Engineering,BC,1979,14,6,6
P004761,1,1,5,43.89,BA,BA,0,Arts,BC,1976,11,10,6
P004762,1,0,5,29.45,BA,BA,0,Arts,BC,1987,15,9,9
P004763,0,1,3,43.11,BA,MA,1,Business,BC,1994,19,9,9
P004764,1,1,0,16.15,Cert,MBA,1,Business,BC,1996,18,7,7
P004765,0,0,4,78.83,Cert,Cert,0,Engineering,BC,1997,19,6,6
P004766,0,0,0,113.99,BComm,BComm,0,Engineering,Other,2008,9,3,0
P004767,1,1,4,110.32,BComm,BComm,0,Science,BC,1999,11,7,6
P004768,0,0,2,59.92,PhD,PhD,0,Arts,Other,2012,9,5,4
P004769,1,1,1,156.72,MBA,PhD,1,Science,BC,2017,18,10,6
P004770,1,0,2,87.76,BA,BA,0,Engineering,BC,1975,14,12,9
P004771,1,0,5,128.01,Cert,Cert,0,Medicine,Other,1998,21,13,9
P004772,1,1,2,83.19,BSc,BA,1,Engineering,BC,1993,16,13,9
P004773,0,0,3,63.23,BSc,MA,1,Science,BC,1988,9,6,6
P004774,0,1,3,34.53,Cert,BA,1,Medicine,ON,1986,19,12,8
P004775,0,0,3,8.28,MA,MA,0,Business,BC,1990,7,7,4
P004776,1,0,4,100.76,MBA,MBA,0,Business,ON,2003,22,10,8
P004777,0,0,3,56.47,BComm,BComm,0,Engineering,ON,2019,16,9,8
P004778,1,1,4,280.53,MBA,MA,1,Arts,ON,2011,23,11,7
P004779,0,0,3,13.59,PhD,BA,1,Science,AB,1991,21,10,7
P004780,1,1,5,117.11,MBA,MBA,0,Medicine,BC,2011,8,10,6
P004781,0,0,4,29.9,BComm,BComm,0,Science,Other,1993,10,9,9
P004782,0,0,4,61.49,MEng,MEng,0,Arts,BC,2004,13,8,6
P004783,1,1,1,31.4,MA,MA,0,Business,AB,2001,16,8,6
P004784,1,0,5,80.45,MBA,MBA,0,Business,ON,1993,12,11,8
P004785,0,1,3,60.25,MBA,MBA,0,Engineering,AB,2012,15,11,8
P004786,0,0,0,120.3,MA,BComm,1,Arts,ON,1982,15,3,1
P004787,0,1,0,68.95,BSc,BSc,0,Engineering,AB,1984,2,3,2
P004788,0,1,0,88.79,BA,BA,0,Business,AB,1989,11,2,2
P004789,0,1,4,163.08,BSc,BSc,0,Engineering,BC,2001,17,10,6
P004790,0,1,2,91.54,BSc,BSc,0,Engineering,QC,1991,10,6,5
P004791,1,1,4,55.7,MEng,MA,1,Business,BC,1991,15,9,7
P004792,0,0,5,158.58,MA,MA,0,Business,BC,1988,14,10,9
P004793,0,0,5,56.61,MBA,MBA,0,Engineering,BC,1990,13,6,6
P004794,0,0,2,84.2,Cert,Cert,0,Business,ON,2012,14,4,3
P004795,1,1,3,48.32,Cert,Cert,0,Arts,Other,1979,10,9,7
P004796,1,0,0,37.25,Cert,Cert,0,Arts,BC,2000,8,5,3
P004797,1,0,0,6.27,MA,MA,0,Science,Other,2012,11,7,4
P004798,1,1,0,104.79,Cert,Cert,0,Medicine,BC,2011,10,6,4
P004799,1,1,0,25.65,BA,BA,0,Medicine,ON,1999,13,10,8
P004800,1,0,1,108.02,MA,MA,0,Arts,BC,1979,15,13,9
P004801,0,1,4,243.89,BSc,BSc,0,Business,ON,1995,14,8,6
P004802,0,1,5,22.64,BSc,BSc,0,Engineering,ON,2019,17,9,7
P004803,1,0,2,120.49,Cert,BSc,1,Engineering,BC,2000,12,8,7
P004804,0,1,2,57.37,MBA,PhD,1,Engineering,ON,1976,16,7,7
P004805,1,0,5,87.29,MEng,BComm,1,Engineering,BC,1986,7,8,7
P004806,1,1,5,24.86,BComm,PhD,1,Arts,BC,2006,16,8,7
P004807,1,1,2,63.21,MA,PhD,1,Medicine,BC,1986,10,12,8
P004808,1,1,5,69.59,BA,PhD,1,Business,BC,2022,20,8,6
P004809,1,1,4,183.55,BSc,BSc,0,Business,BC,2008,15,7,6
P004810,0,0,4,316.01,BA,BA,0,Business,BC,1990,17,11,8
P004811,1,1,4,78.55,MEng,MEng,0,Arts,BC,2016,10,12,9
P004812,0,0,5,46.85,BA,BA,0,Medicine,BC,1989,21,9,6
P004813,1,1,4,334.66,MBA,MBA,0,Medicine,BC,1988,12,11,8
P004814,1,0,1,57.07,BSc,BSc,0,Arts,ON,1988,9,6,3
P004815,1,0,3,59.29,MBA,MBA,0,Business,AB,2003,24,9,9
P004816,1,1,1,66.87,Cert,Cert,0,Science,Other,2017,16,9,7
P004817,0,0,4,88.23,MBA,MBA,0,Science,QC,2012,16,12,9
P004818,1,0,1,106.29,MEng,MEng,0,Arts,AB,2006,20,8,8
